,Person,Institut
5134,Rolle < Udo < Prof. Dr. < ,Zentrum der Chirurgie
5135,Röper < Jochen < Prof. Dr. < ,Zentrum der Physiologie
5136,Rosenow < Felix < Prof. Dr. < ,Zentrum der Neurologie und Neurochirurgie
5137,Rüsseler < Miriam < Prof'in. Dr. < ,Gesundheitscampus Universitätsmedizin Frankfurt Rhein-Main
5138,Sachs < Michael < Prof. Dr. < ,Dr. Senckenbergisches Institut für Geschichte und Ethik der Medizin
5139,Sader < Robert < Prof. Dr. Dr. < ,Zentrum der Chirurgie
5140,Schäfer < Liliana < Prof'in. Dr. < ,Zentrum der Pharmakologie
5141,Schilling < Bastian < Prof. Dr. < ,"Klinik für Dermatologie, Venerologie und Allergologie"
5142,Schreiner < Waldemar < Prof. Dr. < ,Zentrum der Chirurgie
5143,Schröder < Katrin < Prof'in. Dr. < ,Zentrum der Physiologie
5144,Schulte < Dorothea < Prof'in. Dr. < ,Neurologisches Institut (Edinger Institut)
5145,Schulz < Marcel Holger < Prof. Dr. < ,Fachbereichszentrum für Digitale Gesundheit
5146,Schwarz < Frank < Prof. Dr. < ,"Zentrum der Zahn-, Mund- und Kieferheilkunde (Carolinum)"
5147,Serve < Hubert < Prof. Dr. < ,Zentrum der Inneren Medizin
5148,Siebenhofer-Kroitzsch < Andrea < Prof'in. Dr. < ,Institut für Allgemeinmedizin
5149,Slattery < David Anthony < Prof. Dr. < ,Zentrum der Psychischen Gesundheit
5150,Solbach < Christine < Prof'in. Dr. < ,Klinik für Frauenheilkunde und Geburtshilfe
5151,Speer < Thimoteus < Prof. Dr. Dr. < ,Zentrum der Inneren Medizin
5152,Steinbach < Joachim Peter < Prof. Dr. < ,Zentrum der Neurologie und Neurochirurgie
5153,Steinle < Alexander < Prof. Dr. < ,Zentrum der Molekularen Medizin
5154,Storf < Holger < Prof. Dr. < ,Fachbereichszentrum für Digitale Gesundheit
5155,Stöver < Timo < Prof. Dr. < ,"Klinik für Hals-, Nasen-, Ohrenheilkunde"
5156,Tegeder < Irmgard < Prof'in. Dr. < ,Zentrum der Pharmakologie
5157,Tonn < Torsten < Prof. Dr. < ,Institut für Transfusionsmedizin und Immunhämatologie
5158,Trojan < Jörg < Prof. Dr. < ,Zentrum der Inneren Medizin
5159,Ullrich < Evelyn < Prof'in. Dr. < ,Klinik für Kinder- und Jugendmedizin
5160,Vehreschild < Maria < Prof'in. Dr. < ,Zentrum der Inneren Medizin
5161,Verhoff < Marcel A. < Prof. Dr. < ,Institut für Rechtsmedizin
5162,Vogl < Thomas < Prof. Dr. < ,Zentrum der Radiologie
5163,Walther < Thomas < Prof. Dr. < ,Zentrum der Chirurgie
5164,Weigert < Andreas < Prof. Dr. < ,Gustav-Embden-Zentrum der Biochemie
5165,Wettschureck < Nina < Prof'in. Dr. < ,Zentrum der Molekularen Medizin
5166,Wiegering < Armin < Prof. Dr. < ,Zentrum der Chirurgie
5167,Wild < Peter J. < Prof. Dr. < ,Dr. Senckenbergische Institute für Pathologie und Humangenetik
5168,Zacharowski < Kai-Dieter < Prof. Dr. Dr. < ,"Klinik für Anästhesiologie, Intensivmedizin und Schmerztherapie"
5169,Zeuzem < Stefan < Prof. Dr. < ,Zentrum der Inneren Medizin
5170,Zirn < Birgit < Prof’in. Dr. Dr. < ,Dr. Senckenbergische Institute für Pathologie und Humangenetik
5171,Göttig < Stephan < Prof. Dr. Dr. < ,Zentrum der Hygiene
5172,Heckl < Dirk < Prof. Dr. < ,Institut für Experimentelle Pädiatrische Hämatologie und Onkologie
5173,Münch < Christian < Prof. Dr. < ,Zentrum der Molekularen Medizin
5174,Munschauer < Mathias < Prof. Dr. < ,Zentrum der Hygiene
5175,Schaaf < Jannik < Prof. Dr. < ,Fachbereichszentrum für Digitale Gesundheit
5176,Schubert-Bast < Susanne < Prof'in. Dr. < ,Klinik für Kinder- und Jugendmedizin
5177,Vehreschild < Jörg Janne < Prof. Dr. < ,Fachbereichszentrum für Digitale Gesundheit
5178,Weißgerber < Tobias < Prof. Dr. < ,"Klinik für Hals-, Nasen-, Ohrenheilkunde"
5179,Welsch < Christoph < Prof. Dr. < ,Zentrum der Inneren Medizin
5180,Auburger < Georg < Prof. Dr. < ,Zentrum der Neurologie und Neurochirurgie
5181,Barker < John Howard < Prof. Dr. < ,Zentrum der Chirurgie
5182,Bechstein < Wolf O. < Prof. Dr. < ,Zentrum der Chirurgie
5183,Böhles < Hansjosef < Prof. Dr. < ,Bitte manuell einfügen
5184,Braak < Heiko < Prof. Dr. < ,Dr. Senckenbergische Anatomie
5185,Brade < Volker < Prof. Dr. < ,Bitte manuell einfügen
5186,Bratzke < Hansjürgen < Prof. Dr. < ,Institut für Rechtsmedizin
5187,Brettel < Hans-F. < Prof. Dr. < ,Bitte manuell einfügen
5188,Burkhardt < Harald < Prof. Dr. < ,Zentrum der Inneren Medizin
5189,Chandra < Prakash < Prof. Dr. < ,Bitte manuell einfügen
5190,Deppe < Hans-Ulrich < Prof. Dr. < ,"Institut für Arbeits-, Sozial- und Umweltmedizin"
5191,Doerr < Hans Wilhelm < Prof. Dr. < ,Bitte manuell einfügen
5192,Dudziak < Rafael < Prof. Dr. < ,Bitte manuell einfügen
5193,Dufek < Jarmila < Prof. Dr. < ,Bitte manuell einfügen
5194,Ehrly < Albrecht < Prof. Dr. < ,Bitte manuell einfügen
5195,Elsner < Gine < Prof. Dr. < ,Bitte manuell einfügen
5196,Förster < Harald < Prof. Dr. < ,Bitte manuell einfügen
5197,Frömter < Eberhard < Prof. Dr. < ,Bitte manuell einfügen
5198,Gall < Volker < Prof. Dr. < ,"Klinik für Hals-, Nasen-, Ohrenheilkunde"
5199,Geiger < Helmut < Prof. Dr. < ,Zentrum der Inneren Medizin
5200,Giere < Wolfgang < Prof. Dr. < ,Bitte manuell einfügen
5201,Gottstein < Ulrich < Hon. Prof. Dr. < ,Akademische Lehrkrankenhäuser
5202,Groner < Bernd < Prof. Dr. < ,Georg-Speyer-Haus (Chemotherapeutische Forschungsinstitut)
5203,Grünwald < Frank < Prof. Dr. < ,Zentrum der Radiologie
5204,Hansmann < Martin-Leo < Prof. Dr. < ,Dr. Senckenbergische Institute für Pathologie und Humangenetik
5205,Heidemann < Detlef < Prof. Dr. < ,Bitte manuell einfügen
5206,Heller < Klaus < Prof. Dr. < ,Bitte manuell einfügen
5207,Hoelzer < Dieter < Prof. Dr. < ,Bitte manuell einfügen
5208,Hofmann < Dietrich < Prof. Dr. < ,Bitte manuell einfügen
5209,Hohmann < Wolfgang < Prof. Dr. < ,Bitte manuell einfügen
5210,Hohnloser < Stefan < Prof. Dr. < ,Bitte manuell einfügen
5211,Ilberg < Christoph von < Prof. Dr. < ,Bitte manuell einfügen
5212,Jonas < Dietger < Prof. Dr. < ,Bitte manuell einfügen
5213,Jork < Klaus < Prof. Dr. < ,Bitte manuell einfügen
5214,Kaltenbach < Martin < Prof. Dr. < ,Bitte manuell einfügen
5215,Kauert < Gerold < Prof. Dr. < ,Bitte manuell einfügen
5216,Kaufmann < Roland < Prof. Dr. < ,"Klinik für Dermatologie, Venerologie und Allergologie"
5217,Kaufmann < Manfred < Prof. Dr. < ,Bitte manuell einfügen
5218,Kirsten < Roland < Prof. Dr. < ,Bitte manuell einfügen
5219,Klima < Milan < Prof. < ,Dr. Senckenbergische Anatomie
5220,Klingebiel < Thomas < Prof. Dr. < ,Klinik für Kinder- und Jugendmedizin
5221,Koch < Frank < Prof. Dr. < ,Klinik für Augenheilkunde
5222,Korf < Horst-Werner < Prof. Dr. < ,Bitte manuell einfügen
5223,Krause < Egon < Prof. Dr. < ,Bitte manuell einfügen
5224,Kuhl < Herbert < Prof. Dr. < ,Bitte manuell einfügen
5225,Lacko < Ladislaus < Prof. Dr. < ,Bitte manuell einfügen
5226,Langenbeck < Ulrich < Prof. Dr. < ,Bitte manuell einfügen
5227,Lauer < Hans-Christoph < Prof. Dr. < ,"Zentrum der Zahn-, Mund- und Kieferheilkunde (Carolinum)"
5228,Leuschner < Ulrich < Prof. Dr. < ,Bitte manuell einfügen
5229,Loewenich < Volker von < Prof. Dr. < ,Bitte manuell einfügen
5230,Maurer < Konrad < Prof. Dr. < ,Bitte manuell einfügen
5231,Meier-Sydow < Jürgen < Prof. Dr. < ,Bitte manuell einfügen
5232,Moritz < Anton < Prof. Dr. < ,Zentrum der Chirurgie
5233,Müller-Esterl < Werner < Prof. Dr. < ,Bitte manuell einfügen
5234,Nentwig < Georg-H. < Prof. Dr. < ,"Zentrum der Zahn-, Mund- und Kieferheilkunde (Carolinum)"
5235,Nürnberger < Frank < Prof. Dr. < ,Bitte manuell einfügen
5236,Ohrloff < Christian < Prof. Dr. < ,Bitte manuell einfügen
5237,Overbeck < Gerd < Prof. Dr. < ,Bitte manuell einfügen
5238,Pieschl < Dietfried < Prof. Dr. < ,Bitte manuell einfügen
5239,Poustka < Fritz < Prof. Dr. < ,Bitte manuell einfügen
5240,Preiser < Gert < Prof. Dr. < ,Bitte manuell einfügen
5241,Raetzke < Peter < Prof. Dr. < ,Bitte manuell einfügen
5242,Ring < Klaus < Hon. Prof. Dr. < ,Gustav-Embden-Zentrum der Biochemie
5243,Rosemann < Gerd < Prof. Dr. < ,Bitte manuell einfügen
5244,Schmitt < Erich < Prof. Dr. < ,Bitte manuell einfügen
5245,Schmitz-Rixen < Thomas < Prof. Dr. < ,Zentrum der Chirurgie
5246,Schopf < Peter < Prof. Dr. < ,Bitte manuell einfügen
5247,Schubert < Ralph < Prof. Dr. < ,Bitte manuell einfügen
5248,Seifert < Volker < Prof. Dr. < ,Zentrum der Neurologie und Neurochirurgie
5249,Seifried < Erhard < Prof. Dr. < ,Bitte manuell einfügen
5250,Stärk < Norbert < Prof. Dr. < ,Bitte manuell einfügen
5251,Staszewski < Schlomo < Prof. Dr. < ,Zentrum der Inneren Medizin
5252,Stehle < Jörg < Prof. Dr. < ,Dr. Senckenbergische Anatomie
5253,Steinmetz < Helmuth < Prof. Dr. < ,Zentrum der Neurologie und Neurochirurgie
5254,Stürzebecher < Ekkehard < Prof. Dr. < ,Bitte manuell einfügen
5255,Stutte < Hans-J. < Prof. Dr. < ,Bitte manuell einfügen
5256,Süllwold < Lieselotte < Prof. Dr. < ,Bitte manuell einfügen
5257,Thomas < Ekkehard < Prof. Dr. < ,Bitte manuell einfügen
5258,Usadel < Klaus-Henning < Prof. Dr. < ,Bitte manuell einfügen
5259,Vettermann < Hans < Prof. Dr. < ,Klinik für Kinder- und Jugendmedizin
5260,von Melchner < Harald < Prof. Dr. < ,Bitte manuell einfügen
5261,Wagner < Thomas O.F. < Prof. Dr. < ,Zentrum der Inneren Medizin
5262,Wels < Winfried S. < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5263,Zanella < Friedhelm < Prof. Dr. < ,Zentrum der Radiologie
5264,Zeiher < Andreas < Prof. Dr. < ,Zentrum der Inneren Medizin
5265,Zichner < Ludwig < Prof. Dr. < ,Bitte manuell einfügen
5266,Zielen < Stefan < Prof. Dr. < ,Klinik für Kinder- und Jugendmedizin
5267,Ahr < André Marcel < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5268,Al-Batran < Salah-Eddin < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5269,Arab Motlagh < Mohammad < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5270,Arnemann < Joachim < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5271,Baatz < Holger < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5272,Baer < Patrick C. < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5273,Bahlmann < Franz Heinrich < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5274,Bähr < Oliver < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5275,Balzer < Jörn O. < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5276,Bargon < Joachim G. < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5277,Bartsch < Georg < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5278,Bauer < Ralf < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5279,Becker < Andreas < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5280,Beecken < Wolf-Dietrich < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5281,Beeres < Martin < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5282,Bendels < Michael Hans Karl < Prof. Dr. < ,"Institut für Arbeits-, Sozial- und Umweltmedizin"
5283,Berger < Annemarie < Prof'in. Dr. < ,Zentrum der Hygiene
5284,Bodelle < Boris < Prof. Dr. Dr. < ,Sonstige Krankenhäuser und Praxen
5285,Boehrer < Simone < Prof’in. Dr. Dr. < ,Sonstige Krankenhäuser und Praxen
5286,Bremerich < Dorothee < Prof'in. Dr. < ,Sonstige Krankenhäuser und Praxen
5287,Breuer < Stella < Prof'in. Dr. < ,Sonstige Krankenhäuser und Praxen
5288,Brieger < Angela < Prof'in. Dr. < ,Zentrum der Inneren Medizin
5289,Brüggmann < Dörthe < Prof'in. Dr. < ,Klinik für Frauenheilkunde und Geburtshilfe
5290,Bühren < Jens < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5291,Chow < Kai Uwe < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5292,Christen < Urs < Prof. Dr. < ,Zentrum der Pharmakologie
5293,Daecke < Wolfgang < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5294,Dannewitz < Ute Bettina < Prof'in. Dr. < ,"Zentrum der Zahn-, Mund- und Kieferheilkunde (Carolinum)"
5295,Derouiche < Amin < Prof. Dr. < ,Dr. Senckenbergische Anatomie
5296,Dietrich < Christoph < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5297,Doss < Mirko < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5298,du Mesnil de Rochemont < Richard < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5299,Dzemali < Omer < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5300,Eberhardt < Wolfgang < Prof. Dr. < ,Zentrum der Pharmakologie
5301,Ehrlich < Joachim R. < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5302,Eichler < Katrin < Prof'in. Dr. < ,Zentrum der Radiologie
5303,Engl < Tobias A. < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5304,Faust < Dominik < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5305,Fehr < Christoph < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5306,Fichtlscherer < Stephan < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5307,Fiegel < Henning Cornelius < Prof. Dr. < ,Zentrum der Chirurgie
5308,Finkelmeier < Fabian < Prof. Dr. < ,Zentrum der Inneren Medizin
5309,Förch < Christian < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5310,Forster < Marie-Therese Johanna < Prof'in. Dr. < ,Zentrum der Neurologie und Neurochirurgie
5311,Friedrich-Rust < Mireen < Prof'in. Dr. < ,Zentrum der Inneren Medizin
5312,Fronius < Maria < Prof'in. Dr. < ,Klinik für Augenheilkunde
5313,Funk < Markus Benedikt < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5314,Gätje < Regine < Prof'in. Dr. < ,Sonstige Krankenhäuser und Praxen
5315,Geiger < Florian < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5316,Gerhardt-Szép < Susanne < Prof'in. Dr. < ,"Zentrum der Zahn-, Mund- und Kieferheilkunde (Carolinum)"
5317,Gerlach < Rüdiger < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5318,Ghanaati < Shahram < Prof. Dr. Dr. < ,Zentrum der Chirurgie
5319,Goßmann < Jan Walther < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5320,Götze < Thorsten < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5321,Gracien < René-Maxime < Prof. Dr. < ,Sonstige Einrichtungen
5322,Graichen < Heiko < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5323,Gramlich < Yves < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5324,Grösch < Sabine < Prof'in. Dr. < ,Zentrum der Pharmakologie
5325,Gruber-Rouh < Tatjana < Prof'in. Dr. < ,Zentrum der Radiologie
5326,Haak < Thomas J. < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5327,Habbe < Nils < Prof. Dr. < M.A.,Sonstige Krankenhäuser und Praxen
5328,Habler < Oliver < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5329,Hach-Wunderle < Viola < Prof'in. Dr. < ,Akademische Lehrkrankenhäuser
5330,Hanisch < Ernst W. < Prof. Dr. Dr. < ,Bitte manuell einfügen
5331,Hattenbach < Lars-Olof < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5332,Hattenbach < Claudia < Prof'in. Dr. < ,Klinik für Augenheilkunde
5333,Hengerer < Fritz < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5334,Henrich < Dirk Günter < Prof. Dr. < ,Zentrum der Chirurgie
5335,Herzog < Christopher < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5336,Hildt < Eberhard < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5337,Hirche < Tim Oliver < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5338,Hofmann < Wolf Peter < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5339,Holst < Stefan < Prof. Dr. < ,"Zentrum der Zahn-, Mund- und Kieferheilkunde (Carolinum)"
5340,Honold < Jörg < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5341,Hunfeld < Klaus-Peter < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5342,Janko < Maren < Prof'in. Dr. < ,Zentrum der Chirurgie
5343,Jordan < Jochen < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5344,Jung < Oliver < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5345,Kandziora < Frank < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5346,Karn < Thomas < Prof. Dr. < ,Klinik für Frauenheilkunde und Geburtshilfe
5347,Kauferstein < Silke < Prof'in. Dr. < ,Institut für Rechtsmedizin
5348,Keese < Michael Andreas < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5349,Kerl < Matthias < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5350,Kessler < Paul < Prof. Dr. < ,"Klinik für Anästhesiologie, Intensivmedizin und Schmerztherapie"
5351,Kettering < Klaus < Prof. Dr. < ,Zentrum der Inneren Medizin
5352,Khan < M. Fawad < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5353,Khoder < Wael Yaseen < Prof. Dr. < ,Zentrum der Chirurgie
5354,Kippenberger < Stefan < Prof. Dr. < ,"Klinik für Dermatologie, Venerologie und Allergologie"
5355,Kleine < Peter < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5356,Klingenheben < Thomas < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5357,Klug < Alexander < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5358,Kluth < Luis < Prof. Dr. < ,Zentrum der Chirurgie
5359,Koch < Felix < Prof. Dr. Dr. < ,Sonstige Krankenhäuser und Praxen
5360,Kögel < Donat < Prof. Dr. < ,Zentrum der Neurologie und Neurochirurgie
5361,Konczalla < Jürgen < Prof. Dr. < ,Zentrum der Neurologie und Neurochirurgie
5362,König < Rainer < Prof. Dr. < ,Dr. Senckenbergische Institute für Pathologie und Humangenetik
5363,Konrad < Thomas < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5364,Korkusuz < Hüdayi < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5365,Kraiczy < Peter < Prof. Dr. < ,Zentrum der Hygiene
5366,Krakow < Elmar Karsten < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5367,Kronenberger < Bernd < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5368,Kvasnicka < Hans Michael < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5369,Landes < Constantin < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5370,Laurer < Helmut < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5371,Lehnert < Mark < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5372,Lehnert < Thomas < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5373,Lehrnbecher < Thomas < Prof. Dr. < ,Klinik für Kinder- und Jugendmedizin
5374,Lindhoff-Last < Edelgard < Prof'in. Dr. < ,Sonstige Krankenhäuser und Praxen
5375,Linnemann < Birgit < Prof'in. Dr. < ,Sonstige Krankenhäuser und Praxen
5376,Loibl < Sibylle < Prof'in. Dr. < ,Sonstige Krankenhäuser und Praxen
5377,Lorenz < Matthias W. < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5378,Löw-Friedrich < Iris < Prof'in. Dr. < ,Sonstige Krankenhäuser und Praxen
5379,Luboldt < Wolfgang < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5380,Lüchtenberg < Marc Udo < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5381,Lustenberger < Thomas < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5382,Mack < Martin < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5383,Madeja < Michael < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5384,Mandel < Philipp Cornelius < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5385,Mani < Jens < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5386,Mann < Wolfgang Alexander < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5387,Marquardt < Gerhard < Prof. Dr. < ,Zentrum der Neurologie und Neurochirurgie
5388,Martin < Simon < Prof. Dr. < ,Zentrum der Radiologie
5389,May < Angelika < Prof'in. Dr. < ,Sonstige Krankenhäuser und Praxen
5390,Meininger < Dirk < Prof. Dr. < ,Akademische Lehrkrankenhäuser
5391,Meissner (FB 16) < Markus < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5392,Menzel < Christian < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
5393,Michaelis < Martin < Prof. Dr. < ,Sonstige Krankenhäuser und Praxen
